city,location,price,bedrooms,baths,size,size_group
Lahore,"DHA Phase 7 - Block X, DHA Phase 7",43000000.0,4.0,5.0,2250.0,2001–3000
Lahore,"Johar Town Phase 2 - Block J1, Johar Town Phase 2",70000000.0,6.0,7.0,4500.0,3001–5000
Lahore,"Nespak Housing Society - Phase 1 - Block D1, Nespak Scheme Phase 1",75000000.0,6.0,7.0,8100.0,5001–10000
Lahore,"Sadaat Town, Lahore",17000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Al-Hamd Garden, Lahore",12500000.0,4.0,4.0,675.0,501–1000
Lahore,"Bankers Co-operative Housing Society, Lahore",22500000.0,4.0,4.0,1350.0,1001–1500
Lahore,"Bahria Town - Overseas A, Bahria Town - Overseas Enclave",110000000.0,6.0,8.0,4500.0,3001–5000
Lahore,"DHA Phase 6, DHA Defence",79900000.0,5.0,6.0,5400.0,5001–10000
Lahore,"B45 Residential Apartments, MM Alam Road",13500000.0,1.0,1.0,495.0,0–500
Lahore,"ONE VH, Gulberg 3",18600000.0,1.0,1.0,698.0,501–1000
Lahore,"Askari 10 - Sector F, Askari 10",32500000.0,3.0,3.0,2250.0,2001–3000
Lahore,"DHA Phase 6, DHA Defence",56000000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 6, DHA Defence",139500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"PIA Housing Scheme, Lahore",52500000.0,6.0,7.0,3375.0,3001–5000
Lahore,"Bahria Town - Block AA, Bahria Town - Sector D",22000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Bahria Town - Safari Villas, Bahria Town - Sector B",21500000.0,3.0,4.0,1800.0,1501–2000
Lahore,"Bankers Avenue Cooperative Housing Society, Lahore",26000000.0,5.0,6.0,2025.0,2001–3000
Lahore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",37000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",17500000.0,4.0,4.0,1125.0,1001–1500
Lahore,"Model Town, Lahore",16000000.0,0.0,1.0,9000.0,5001–10000
Lahore,"GT Road, Lahore",7300000.0,3.0,4.0,675.0,501–1000
Lahore,"Park View City, Lahore",16000000.0,0.0,2.0,9000.0,5001–10000
Lahore,"ONE VH, Gulberg 3",20200000.0,1.0,1.0,765.0,501–1000
Lahore,"Amanah Mall Service Apartments, Model Town Link Road",12200000.0,,,0.0,
Lahore,"Awan Town - Rizwan Block, Awan Town",28000000.0,4.0,4.0,2250.0,2001–3000
Lahore,"Rehan Garden Phase 2, Rehan Garden",10500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Revenue Society, Lahore",26000000.0,4.0,4.0,2250.0,2001–3000
Lahore,"PIA Housing Scheme, Lahore",35000000.0,5.0,5.0,2250.0,2001–3000
Lahore,"PIA Housing Scheme, Lahore",39000000.0,5.0,5.0,2250.0,2001–3000
Lahore,"PIA Housing Scheme, Lahore",45000000.0,5.0,5.0,4500.0,3001–5000
Lahore,"PIA Housing Scheme, Lahore",47000000.0,5.0,5.0,4500.0,3001–5000
Lahore,"Revenue Society, Lahore",20000000.0,4.0,4.0,1125.0,1001–1500
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",78000000.0,5.0,6.0,3375.0,3001–5000
Lahore,"Bahria Town - Janiper Block, Bahria Town - Sector C",39500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Safari Villas, Bahria Town - Sector B",18500000.0,3.0,4.0,1800.0,1501–2000
Lahore,"Bahria Town - Rafi Block, Bahria Town - Sector E",9000000.0,2.0,2.0,990.0,501–1000
Lahore,"DHA Phase 6, DHA Defence",46500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"New Lahore City, Lahore",13000000.0,4.0,3.0,1125.0,1001–1500
Lahore,"DHA Phase 7 - Block Y, DHA Phase 7",75000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 5 - Block C, DHA Phase 5",350000000.0,5.0,6.0,9000.0,5001–10000
Lahore,"Military Accounts Society - Block A, Military Accounts Housing Society",29800000.0,5.0,6.0,1800.0,1501–2000
Lahore,"Eden Boulevard Housing Scheme, College Road",15800000.0,3.0,3.0,1012.0,1001–1500
Lahore,"Gulshan-e-Lahore, Lahore",22500000.0,5.0,5.0,1125.0,1001–1500
Lahore,"Revenue Society, Lahore",23000000.0,4.0,4.0,1125.0,1001–1500
Lahore,"Revenue Society, Lahore",24000000.0,4.0,4.0,1125.0,1001–1500
Lahore,"DHA Phase 6 - Block L, DHA Phase 6",100000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 5, DHA Defence",38200000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA 11 Rahbar Phase 2 - Block L, DHA 11 Rahbar Phase 2",22500000.0,3.0,3.0,1125.0,1001–1500
Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",13500000.0,3.0,3.0,675.0,501–1000
Lahore,"Al Raheem Gardens Phase 5, GT Road",25500000.0,4.0,5.0,1350.0,1001–1500
Lahore,"Fazaia Housing Scheme Phase 1 - Block J, Fazaia Housing Scheme Phase 1",30000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Fazaia Housing Scheme Phase 1 - Block J, Fazaia Housing Scheme Phase 1",34000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Lake City - Sector M-3, Lake City",87500000.0,6.0,6.0,4500.0,3001–5000
Lahore,"Lake City - Sector M-7, Lake City",27500000.0,3.0,3.0,2250.0,2001–3000
Lahore,"Bedian Road, Lahore",13400000.0,4.0,4.0,1125.0,1001–1500
Lahore,"Bahria Town - Overseas A, Bahria Town - Overseas Enclave",35000000.0,6.0,8.0,2250.0,2001–3000
Lahore,"New Lahore City - Phase 2, New Lahore City",8800000.0,3.0,4.0,675.0,501–1000
Lahore,"New Lahore City - Block D, New Lahore City - Phase 2",12500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Gulshan-e-Lahore, Lahore",23000000.0,5.0,5.0,1125.0,1001–1500
Lahore,"Bahria Town - Sector C, Bahria Town",6000000.0,2.0,2.0,562.0,501–1000
Lahore,"Bahria Town - Safari Villas, Bahria Town - Sector B",14000000.0,2.0,3.0,1125.0,1001–1500
Lahore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",33000000.0,5.0,6.0,2430.0,2001–3000
Lahore,"Bahria Town - Ghouri Block, Bahria Town - Sector B",72000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Johar Town Phase 1 - Block F, Johar Town Phase 1",32500000.0,7.0,6.0,1800.0,1501–2000
Lahore,"Al Rehman Garden Phase 4, Al Rehman Garden",15000000.0,4.0,5.0,1125.0,1001–1500
Lahore,"Al Hafeez Garden - Phase 5, Al Hafeez Gardens",10500000.0,3.0,3.0,675.0,501–1000
Lahore,"Green Cap Housing Society, Lahore",5000000.0,1.0,2.0,675.0,501–1000
Lahore,"Lake City - Sector M7 - Block B, Lake City - Sector M-7",25000000.0,4.0,5.0,1125.0,1001–1500
Lahore,"DHA Phase 6, DHA Defence",104500000.0,5.0,6.0,9000.0,5001–10000
Lahore,"DHA Phase 6, DHA Defence",105000000.0,6.0,6.0,9000.0,5001–10000
Lahore,"DHA Phase 6 - Block C, DHA Phase 6",68100000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Jubilee Town - Block E, Jubilee Town",20000000.0,6.0,7.0,1125.0,1001–1500
Lahore,"DHA Phase 6 - Block J, DHA Phase 6",187500000.0,6.0,6.0,4500.0,3001–5000
Lahore,"Bahria Town - Commercial Area, Bahria Town - Sector C",4500000.0,1.0,1.0,428.0,0–500
Lahore,"Bahria Town - Ali Block, Bahria Town - Sector B",25000000.0,4.0,5.0,1800.0,1501–2000
Lahore,"Al-Kabir Town - Phase 1, Al-Kabir Town",12500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"DHA Phase 6, DHA Defence",128500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Bahria Town - Block BB, Bahria Town - Sector D",18800000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Divine Gardens - Block E, Divine Gardens",22500000.0,3.0,3.0,1125.0,1001–1500
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",44500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",35500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Askari 11 - Sector B Apartments, Askari 11",25000000.0,3.0,4.0,2250.0,2001–3000
Lahore,"AWT Phase 2, AWT Army Welfare Trust",22500000.0,3.0,3.0,2250.0,2001–3000
Lahore,"AWT Phase 2, AWT Army Welfare Trust",27000000.0,5.0,5.0,2250.0,2001–3000
Lahore,"Shadab Garden, Lahore",16000000.0,5.0,6.0,1125.0,1001–1500
Lahore,"DHA Phase 9 Prism, DHA Defence",26000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Al Rehman Garden Phase 2, Al Rehman Garden",14300000.0,5.0,6.0,1125.0,1001–1500
Lahore,"State Life Housing Phase 1, State Life Housing Society",42000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 6 - Block D, DHA Phase 6",148500000.0,8.0,6.0,4500.0,3001–5000
Lahore,"Jubilee Town - Block F, Jubilee Town",19500000.0,6.0,5.0,1125.0,1001–1500
Lahore,"Jubilee Town - Block C, Jubilee Town",13000000.0,4.0,4.0,675.0,501–1000
Lahore,"Bahria Orchard Phase 1, Bahria Orchard",35000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"DHA Phase 3 - Block Z, DHA Phase 3",175000000.0,5.0,6.0,9000.0,5001–10000
Lahore,"DHA Phase 6, DHA Defence",100000000.0,7.0,0.0,4500.0,3001–5000
Lahore,"Askari 11, Askari",27500000.0,3.0,3.0,2250.0,2001–3000
Lahore,"State Life Housing Society, Lahore",29000000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 7, DHA Defence",26000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Barki Road, Cantt",55000000.0,2.0,5.0,18000.0,10000+
Lahore,"DHA Phase 7, DHA Defence",61600000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 5, DHA Defence",149900000.0,6.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 7, DHA Defence",650000000.0,5.0,6.0,22500.0,10000+
Lahore,"Cavalry Ground, Lahore",44000000.0,5.0,5.0,2925.0,2001–3000
Lahore,"Lahore Medical Housing Society, Lahore",8000000.0,3.0,3.0,495.0,0–500
Lahore,"DHA 9 Town - Block C, DHA 9 Town",31500000.0,3.0,4.0,1350.0,1001–1500
Lahore,"Bahria Orchard Phase 4 - Block G5, Bahria Orchard Phase 4",5000000.0,0.0,0.0,1125.0,1001–1500
Lahore,"DHA 9 Town - Block C, DHA 9 Town",25000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"DHA Phase 5 - Block B, DHA Phase 5",112500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Cavalry Ground, Lahore",85000000.0,5.0,5.0,4500.0,3001–5000
Lahore,"DHA Phase 5, DHA Defence",72500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Kahna, Lahore",6400000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Hamza Town Phase 2 - Sector C, Hamza Town Phase 2",6000000.0,3.0,4.0,562.0,501–1000
Lahore,"Formanites Housing Scheme - Block A, Formanites Housing Scheme",38500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"State Life Housing Society, Lahore",42500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 5, DHA Defence",75000000.0,6.0,6.0,4500.0,3001–5000
Lahore,"Barki Road, Cantt",55000000.0,2.0,2.0,18000.0,10000+
Lahore,"DHA Phase 6, DHA Defence",38500000.0,4.0,5.0,1575.0,1501–2000
Lahore,"Central Park Housing Scheme, Lahore",29500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Askari 11 - Sector B, Askari 11",39500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"Bahria Town - Nishtar Block, Bahria Town - Sector E",4200000.0,1.0,1.0,428.0,0–500
Lahore,"Cavalry Ground, Lahore",19900000.0,3.0,4.0,900.0,501–1000
Lahore,"DHA Phase 7, DHA Defence",87500000.0,7.0,6.0,4500.0,3001–5000
Lahore,"Cavalry Ground, Lahore",13200000.0,3.0,4.0,675.0,501–1000
Lahore,"Cantt, Lahore",13600000.0,3.0,3.0,855.0,501–1000
Lahore,"DHA Phase 6, DHA Defence",125000000.0,6.0,7.0,4500.0,3001–5000
Lahore,"Bahria Town - Jasmine Block, Bahria Town - Sector C",31500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"New Lahore City - Block C, New Lahore City - Phase 2",16000000.0,5.0,5.0,1575.0,1501–2000
Lahore,"DHA Phase 7 - Block X, DHA Phase 7",63500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",15500000.0,3.0,3.0,675.0,501–1000
Lahore,"DHA Phase 6 - Block D, DHA Phase 6",42500000.0,4.0,5.0,1372.0,1001–1500
Lahore,"Bismillah Housing Scheme, GT Road",14000000.0,4.0,5.0,900.0,501–1000
Lahore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",110000000.0,6.0,7.0,4500.0,3001–5000
Lahore,"Nasheman-e-Iqbal Phase 1, Nasheman-e-Iqbal",29500000.0,6.0,6.0,2250.0,2001–3000
Lahore,"Pak Arab Housing Society, Lahore",12500000.0,3.0,3.0,900.0,501–1000
Lahore,"DHA Phase 7, DHA Defence",69000000.0,6.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 7 - Block U, DHA Phase 7",42500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"Bahria Town - Nishtar Block, Bahria Town - Sector E",8100000.0,2.0,2.0,945.0,501–1000
Lahore,"Bahria Town - Jasmine Block, Bahria Town - Sector C",4300000.0,1.0,1.0,428.0,0–500
Lahore,"Bahria Town - Sector E, Bahria Town",3600000.0,1.0,1.0,405.0,0–500
Lahore,"Bahria Town - Block EE, Bahria Town - Sector D",4500000.0,1.0,1.0,338.0,0–500
Lahore,"Bahria Town - Jinnah Block, Bahria Town - Sector E",17000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Bahria Town - Nishtar Block, Bahria Town - Sector E",69000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Bahria Town - Sector C, Bahria Town",12000000.0,2.0,2.0,810.0,501–1000
Lahore,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave",45000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Pak Arab Society Phase 2 - Block F, Pak Arab Housing Society Phase 2",14000000.0,4.0,4.0,1125.0,1001–1500
Lahore,"DHA Phase 4, DHA Defence",66500000.0,5.0,5.0,2925.0,2001–3000
Lahore,"Bahria Town - Nishtar Block, Bahria Town - Sector E",67500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 4 - Block AA, DHA Phase 4",76500000.0,5.0,6.0,2700.0,2001–3000
Lahore,"Khayaban-e-Amin - Block L, Khayaban-e-Amin",15500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Islampura, Lahore",51000000.0,5.0,5.0,2475.0,2001–3000
Lahore,"Formanites Housing Scheme - Block M, Formanites Housing Scheme",37000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"DHA Phase 7, DHA Defence",65000000.0,0.0,0.0,4500.0,3001–5000
Lahore,"Gulshan-E-Mustafa Housing Society, Lahore",46000000.0,10.0,6.0,1125.0,1001–1500
Lahore,"DHA Phase 7 - Block Q, DHA Phase 7",90000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Paragon City - Imperial 1 Block, Paragon City",43500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"Canal Garden - Block A, Canal Garden",22500000.0,4.0,5.0,1125.0,1001–1500
Lahore,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",18500000.0,3.0,3.0,1125.0,1001–1500
Lahore,"DHA 9 Town - Block A, DHA 9 Town",33500000.0,4.0,5.0,1800.0,1501–2000
Lahore,"Jubilee Town - Block F, Jubilee Town",21000000.0,5.0,6.0,1125.0,1001–1500
Lahore,"Jubilee Town - Block C, Jubilee Town",11000000.0,3.0,3.0,675.0,501–1000
Lahore,"Tariq Gardens, Lahore",46500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Tariq Gardens, Lahore",27000000.0,4.0,4.0,1125.0,1001–1500
Lahore,"DHA 11 Rahbar Phase 2 - Block H, DHA 11 Rahbar Phase 2",23500000.0,3.0,3.0,1125.0,1001–1500
Lahore,"DHA Phase 6, DHA Defence",370000000.0,7.0,8.0,9000.0,5001–10000
Lahore,"Bahria Town - Quaid Block, Bahria Town - Sector E",38000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Tipu Sultan Block, Bahria Town - Sector F",30000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Jasmine Block, Bahria Town - Sector C",45000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Ali Park, Cantt",12400000.0,3.0,4.0,675.0,501–1000
Lahore,"DHA Phase 6, DHA Defence",110000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Barki Road, Cantt",36000000.0,3.0,3.0,9000.0,5001–10000
Lahore,"Park View City - Tulip Extension Block, Park View City",15800000.0,4.0,4.0,1125.0,1001–1500
Lahore,"DHA 11 Rahbar Phase 2 - Block F, DHA 11 Rahbar Phase 2",22000000.0,3.0,3.0,1125.0,1001–1500
Lahore,"DHA Phase 7 - Block S, DHA Phase 7",75000000.0,6.0,6.0,4500.0,3001–5000
Lahore,"Johar Town Phase 1 - Block A1, Johar Town Phase 1",19000000.0,4.0,4.0,1125.0,1001–1500
Lahore,"Bahria Town - Takbeer Block, Bahria Town - Sector B",22000000.0,3.0,4.0,1350.0,1001–1500
Lahore,"DHA Phase 8, DHA Defence",78000000.0,5.0,5.0,4500.0,3001–5000
Lahore,"DHA 9 Town - Block A, DHA 9 Town",19500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"DHA Phase 5, DHA Defence",71800000.0,6.0,7.0,4500.0,3001–5000
Lahore,"Model Town, Lahore",105000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"SJ Garden, Bedian Road",11500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"DHA 11 Rahbar Phase 1 - Block D, DHA 11 Rahbar Phase 1",44000000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 5, DHA Defence",49800000.0,4.0,5.0,2250.0,2001–3000
Lahore,"Izmir Town, Lahore",23500000.0,3.0,4.0,1800.0,1501–2000
Lahore,"Lake City, Raiwind Road",21500000.0,4.0,5.0,1125.0,1001–1500
Lahore,"DHA Phase 6, DHA Defence",157000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 6, DHA Defence",90000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Paragon City - Executive Block, Paragon City",17500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Paragon City - Imperial 1 Block, Paragon City",17800000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Paragon City - Imperial Block, Paragon City",16500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",38000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"DHA Phase 3, DHA Defence",60000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Bahria Town - Block AA, Bahria Town - Sector D",17200000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Khayaban-e-Amin - Block L, Khayaban-e-Amin",15000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Low Cost - Block D, Low Cost Sector",22900000.0,5.0,6.0,1800.0,1501–2000
Lahore,"Pak Arab Housing Society Phase 1, Pak Arab Housing Society",11500000.0,3.0,3.0,675.0,501–1000
Lahore,"Pak Arab Housing Society, Lahore",23500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Bahria Nasheman, Lahore",12300000.0,3.0,3.0,1125.0,1001–1500
Lahore,"DHA Phase 5 - Block G, DHA Phase 5",220000000.0,5.0,6.0,9000.0,5001–10000
Lahore,"Bahria Town - Sector C, Bahria Town",100000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Bedian Road, Lahore",11000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Sanda, Lahore",10000000.0,3.0,3.0,675.0,501–1000
Lahore,"Lake City - Sector M-3, Lake City",84000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Lake City - Sector M7 - Block B, Lake City - Sector M-7",22000000.0,4.0,5.0,1125.0,1001–1500
Lahore,"Izmir Town Extension - Block N1, Izmir Town Extension",40000000.0,5.0,5.0,2250.0,2001–3000
Lahore,"Lake City - Sector M-3 Extension, Lake City",46500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"DHA Phase 6 - Block B, DHA Phase 6",137500000.0,6.0,6.0,4500.0,3001–5000
Lahore,"Model Town, Lahore",170000000.0,5.0,6.0,7200.0,5001–10000
Lahore,"Askari 11 - Sector B, Askari 11",25000000.0,3.0,3.0,2250.0,2001–3000
Lahore,"HBFC Housing Society, Lahore",65000000.0,5.0,6.0,4050.0,3001–5000
Lahore,"State Life Phase 1 - Block F, State Life Housing Phase 1",15000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Formanites Housing Scheme, Lahore",33500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Punjab Govt Employees Society, Lahore",37000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Eden City, Eden",39500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",82500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Bankers Housing Society - Block B, Bankers Co-operative Housing Society",23500000.0,4.0,5.0,1350.0,1001–1500
Lahore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",47000000.0,5.0,5.0,2250.0,2001–3000
Lahore,"AAA Heights, Bahria Town",12500000.0,2.0,3.0,1192.0,1001–1500
Lahore,"State Life Housing Phase 1, State Life Housing Society",55000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Al Rehman Garden Phase 2, Al Rehman Garden",12800000.0,4.0,6.0,1125.0,1001–1500
Lahore,"DHA Phase 8, DHA Defence",42200000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 5, DHA Defence",52500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"Lake City - Sector M-7A, Lake City",30000000.0,5.0,6.0,1575.0,1501–2000
Lahore,"The Spring Apartment Homes, Main Canal Bank Road",18500000.0,2.0,1.0,990.0,501–1000
Lahore,"The Spring Apartment Homes, Main Canal Bank Road",21600000.0,2.0,2.0,1192.0,1001–1500
Lahore,"Bahria Town - Iqbal Block, Bahria Town - Sector E",6500000.0,1.0,1.0,562.0,501–1000
Lahore,"DHA 9 Town, DHA Defence",18400000.0,3.0,4.0,1125.0,1001–1500
Lahore,"DHA 9 Town, DHA Defence",25500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"State Life Housing Society, Lahore",45000000.0,6.0,7.0,2250.0,2001–3000
Lahore,"Ichhra, Lahore",10500000.0,5.0,4.0,675.0,501–1000
Lahore,"State Life Phase 1 - Block A, State Life Housing Phase 1",35000000.0,4.0,5.0,2250.0,2001–3000
Lahore,"Model Town - Block E, Model Town",150000000.0,6.0,6.0,9000.0,5001–10000
Lahore,"Bahria Town - Shaheen Block, Bahria Town - Sector B",65000000.0,5.0,5.0,4500.0,3001–5000
Lahore,"Park Central, Shah Jamal",17900000.0,1.0,1.0,720.0,501–1000
Karachi,"Bahria Town - Precinct 4, Bahria Town Karachi",47000000.0,5.0,6.0,4500.0,3001–5000
Karachi,"Bahria Town Karachi, Karachi",4200000.0,1.0,1.0,540.0,501–1000
Karachi,"Bahria Town - Precinct 31, Bahria Town Karachi",14000000.0,3.0,3.0,2115.0,2001–3000
Karachi,"Bahria Heights, Bahria Town Karachi",6000000.0,2.0,2.0,1098.0,1001–1500
Karachi,"DHA Phase 8, DHA Defence",350000000.0,6.0,6.0,9000.0,5001–10000
Karachi,"DHA Phase 5, DHA Defence",20000000.0,3.0,4.0,1647.0,1501–2000
Karachi,"Bahria Paradise, Bahria Town Karachi",46500000.0,5.0,5.0,4500.0,3001–5000
Karachi,"Bahria Apartments, Bahria Town Karachi",7200000.0,2.0,2.0,954.0,501–1000
Karachi,"Bahria Town - Precinct 35, Bahria Sports City",19000000.0,4.0,4.0,3150.0,3001–5000
Karachi,"North Nazimabad - Block K, North Nazimabad",11500000.0,2.0,2.0,1197.0,1001–1500
Karachi,"Bahria Town - Precinct 10-B, Bahria Town Karachi",13500000.0,3.0,4.0,1125.0,1001–1500
Karachi,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",23500000.0,3.0,3.0,1800.0,1501–2000
Karachi,"Nishat Commercial Area, DHA Phase 6",8200000.0,2.0,2.0,900.0,501–1000
Karachi,"Korangi, Karachi",16000000.0,4.0,5.0,1152.0,1001–1500
Karachi,"Scheme 33, Karachi",11500000.0,2.0,3.0,1098.0,1001–1500
Karachi,"Nishat Commercial Area, DHA Phase 6",12500000.0,2.0,2.0,999.0,501–1000
Karachi,"Askari 5 - Sector J, Askari 5",68500000.0,5.0,5.0,3375.0,3001–5000
Karachi,"Bahria Town - Precinct 12, Bahria Town Karachi",15500000.0,3.0,3.0,1125.0,1001–1500
Karachi,"Gulshan-e-Azeem, Scheme 33",26000000.0,4.0,4.0,1080.0,1001–1500
Karachi,"DHA Phase 8, DHA Defence",210000000.0,7.0,6.0,9000.0,5001–10000
Karachi,"DHA Phase 5, DHA Defence",11000000.0,2.0,2.0,954.0,501–1000
Karachi,"DHA Phase 4, DHA Defence",33000000.0,3.0,4.0,1800.0,1501–2000
Karachi,"Bahria Heights, Bahria Town Karachi",7500000.0,2.0,3.0,1098.0,1001–1500
Karachi,"Bahria Heights, Bahria Town Karachi",9500000.0,2.0,2.0,1098.0,1001–1500
Karachi,"Emaar Pearl Towers, Emaar Crescent Bay",70000000.0,2.0,4.0,1620.0,1501–2000
Karachi,"Bahria Town Karachi, Karachi",19800000.0,4.0,5.0,3150.0,3001–5000
Karachi,"Bahria Town Karachi, Karachi",18500000.0,5.0,5.0,2448.0,2001–3000
Karachi,"Bahria Town - Precinct 27, Bahria Town Karachi",13500000.0,3.0,3.0,1125.0,1001–1500
Karachi,"Bahria Town - Precinct 18, Bahria Town Karachi",2784000.0,2.0,2.0,315.0,0–500
Karachi,"Bahria Heights, Bahria Town Karachi",7500000.0,3.0,2.0,1098.0,1001–1500
Karachi,"Bahria Apartments, Bahria Town Karachi",9400000.0,2.0,2.0,954.0,501–1000
Karachi,"Bahria Town - Precinct 10-A, Bahria Town Karachi",18600000.0,3.0,3.0,1800.0,1501–2000
Karachi,"North Nazimabad - Block F, North Nazimabad",18000000.0,3.0,3.0,1350.0,1001–1500
Karachi,"Athars Amans Castle, Bahria Town Karachi",6700000.0,2.0,2.0,828.0,501–1000
Karachi,"Bahria Town - Precinct 4, Bahria Town Karachi",50000000.0,6.0,7.0,4500.0,3001–5000
Karachi,"Askari 5 - Sector J, Askari 5",69900000.0,5.0,7.0,3375.0,3001–5000
Karachi,"Askari 5 - Sector J, Askari 5",70000000.0,5.0,5.0,3375.0,3001–5000
Karachi,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",18500000.0,3.0,3.0,1368.0,1001–1500
Karachi,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",16000000.0,3.0,3.0,1368.0,1001–1500
Karachi,"Badar Commercial Area, DHA Phase 5",7000000.0,0.0,2.0,522.0,501–1000
